COUNTRY,Country,FLEET,Fleet,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
COL,Colombia,FWEM24,24-29.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,305.33,,
COL,Colombia,FWEM24,24-29.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,232.33,,
COL,Colombia,FWEM24,24-29.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,285.33,,
COL,Colombia,FWEM24,24-29.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,1229.1,,
COL,Colombia,FWEM30,30-35.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,15,,
COL,Colombia,FWEM30,30-35.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,13,,
COL,Colombia,FWEM30,30-35.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,14,,
COL,Colombia,FWEM30,30-35.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,4,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,1545.03,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,1114.59,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,1422.59,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,807.33,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,474.68,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,408.25,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,407.31,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,473.91,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,369.19,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,340.29,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,437.03,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,643.28,,
COL,Colombia,FWEM30,30-35.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,1146.35,,
COL,Colombia,FWEM36,36-44.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,15,,
COL,Colombia,FWEM36,36-44.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,7,,
COL,Colombia,FWEM36,36-44.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,12,,
COL,Colombia,FWEM36,36-44.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,12,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,1947.76,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,1211.29,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,2011.74,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,810.62,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,648.41,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,556.05,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,605.03,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,482.29,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,400.05,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,531.56,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,489.44,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,489.44,,
COL,Colombia,FWEM36,36-44.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,5268,,
COL,Colombia,FWEM45,45-59.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,26,,
COL,Colombia,FWEM45,45-59.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,14,,
COL,Colombia,FWEM45,45-59.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,14,,
COL,Colombia,FWEM45,45-59.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,12,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,7714.32,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,1074.82,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,5307.48,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,1075.63,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,820.56,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,514.41,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,512.98,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,514.16,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,473.87,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,414.32,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,364.28,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,419.28,,
COL,Colombia,FWEM45,45-59.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,10437,,
COL,Colombia,FWEM60,60-74.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,26,,
COL,Colombia,FWEM60,60-74.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,14,,
COL,Colombia,FWEM60,60-74.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,17,,
COL,Colombia,FWEM60,60-74.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,10,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,10231.93,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,2118.54,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,8119.24,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,1344.81,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,1222.1,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,1141.94,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,744.58,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,882.32,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,687.53,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,687.52,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,706.46,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,1163.98,,
COL,Colombia,FWEM60,60-74.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,13493.1,,
COL,Colombia,FWEM75,75 m and over,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,4,,
COL,Colombia,FWEM75,75 m and over,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,3,,
COL,Colombia,FWEM75,75 m and over,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,3,,
COL,Colombia,FWEM75,75 m and over,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,2,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,1756,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,17477.24,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,1429.73,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,16326.74,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,16740.91,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,18920.09,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,21587.04,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,17401.17,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,17309.64,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,17068.74,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,16488.05,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,18949.87,,
COL,Colombia,FWEM75,75 m and over,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,5732,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,0,,
COL,Colombia,FWOE,Vessels without engine,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,4051,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,4408,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,4426,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,4618,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,4736,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,5035,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,3771,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,1345,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,1552,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,1703,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,1912,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,1574,,
CRI,Costa Rica,FTOT,Total vessels,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,2644,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,48980.82,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,54839.91,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,61979.21,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,67074.75,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,77396.47,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,80697.84,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,36565.57,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,8638.68,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,10642.09,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,12592.02,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,16076.17,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,12699.19,,
CRI,Costa Rica,FTOT,Total vessels,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,25228.35,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,4051,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,4408,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,4426,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,4618,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,4736,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,4852,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,3634,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,1339,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,1546,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,1697,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,1906,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,1572,,
CRI,Costa Rica,FWET,Vessels with engine,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,2643,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,48980.82,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,54839.91,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,61979.21,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,67074.75,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,77396.47,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,80462.92,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,36408.2,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,8630.36,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,10633.77,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,12583.7,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,16067.85,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,12692.29,,
CRI,Costa Rica,FWET,Vessels with engine,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,25221.98,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM,LOA unknown,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,0,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,1527,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,1533,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,1489,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,1455,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,1439,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,1335,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,1054,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,383,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,425,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,444,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2015,2015,NBR,Number,0,Units,,,468,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2016,2016,NBR,Number,0,Units,,,428,,
CRI,Costa Rica,FWEM0,0-5.9 m,NU,Number of vessels,2017,2017,NBR,Number,0,Units,,,591,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2005,2005,TONNE,Tonnes,0,Units,,,1628.12,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2006,2006,TONNE,Tonnes,0,Units,,,1638.09,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2007,2007,TONNE,Tonnes,0,Units,,,1604.76,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2008,2008,TONNE,Tonnes,0,Units,,,1581.01,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2009,2009,TONNE,Tonnes,0,Units,,,1559.3,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2010,2010,TONNE,Tonnes,0,Units,,,1379,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2011,2011,TONNE,Tonnes,0,Units,,,1186,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2012,2012,TONNE,Tonnes,0,Units,,,649,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2013,2013,TONNE,Tonnes,0,Units,,,712,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2014,2014,TONNE,Tonnes,0,Units,,,748,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2015,2015,TONNE,Tonnes,0,Units,,,789,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2016,2016,TONNE,Tonnes,0,Units,,,493.53,,
CRI,Costa Rica,FWEM0,0-5.9 m,GT,Gross tonnage,2017,2017,TONNE,Tonnes,0,Units,,,685.03,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2005,2005,NBR,Number,0,Units,,,1886,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2006,2006,NBR,Number,0,Units,,,2148,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2007,2007,NBR,Number,0,Units,,,2110,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2008,2008,NBR,Number,0,Units,,,2242,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2009,2009,NBR,Number,0,Units,,,2336,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2010,2010,NBR,Number,0,Units,,,2506,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2011,2011,NBR,Number,0,Units,,,2078,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2012,2012,NBR,Number,0,Units,,,836,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2013,2013,NBR,Number,0,Units,,,968,,
CRI,Costa Rica,FWEM6,6-11.9 m,NU,Number of vessels,2014,2014,NBR,Number,0,Units,,,1069,,
